guid/image,label
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0000,13,1530.7963827795086,336.98886317070185,1716.6230989057146,406.4229644942496
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0001,4,856.6437865540506,415.38131884999393,900.0233457426004,450.0022236253724
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0002,4,775.6320538824531,388.1230875757542,874.6546251797932,454.5349363847986
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0003,7,700.9836487636841,450.33692723290017,757.6235371600941,488.3947647022131
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0004,7,170.09477904186795,429.66611007047305,657.1978670432596,666.5606762556849
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0005,7,755.8454902312316,431.6337336137677,923.5799787902315,525.9967791783282
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0006,7,895.3967931441468,415.0514858655119,987.6865880566822,448.27584700673674
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0007,7,819.4242664509936,400.72487883402505,944.345096648248,446.3587698233121
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0008,3,1292.2117812104668,367.59471320577205,1396.9115760087027,430.0431449058504
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0009,3,882.2319881223881,427.3603369393651,919.3285127873711,454.349962360516
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0010,3,787.4602313783304,414.6345541661244,842.9623830788369,457.1409960708015
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0011,3,644.8374485247543,395.44711447501976,766.9968198415995,501.66786770205493
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0012,7,1302.788855907456,357.84557808419254,1552.3794605544845,468.42761856647564
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0013,2,476.4355444105582,488.21988709446066,590.1982261216746,553.246641006906
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0014,2,528.5956466702673,435.1004136990072,666.2840012546009,546.5324302775629
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0015,7,1606.2409735487443,354.93951902657267,1914.0,500.0057227762853
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0016,7,1138.759963868602,407.6231770567833,1189.9443466774999,440.01111078837675
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0017,7,1062.3598960424436,404.63741174804954,1126.3707836213175,451.4213565672654
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0018,7,285.08143546774807,423.48236692684367,776.3837347427055,653.9921296697711
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0019,7,1276.2729553878091,390.49574453952846,1808.0255502296216,535.476993753274
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0020,4,1422.993543875417,376.3093751629834,1701.1834427997708,478.2153524364892
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0021,4,1767.3101286088654,136.9179888551779,1914.0,669.728250100494
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0022,4,566.4102133843214,422.62688857331716,721.5315919409585,527.8985160667212
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0023,3,96.54839559490208,369.17636465467655,196.7191457943295,421.2552505101167
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0024,3,312.1282540336914,388.5759312932246,419.81340323091723,457.4489232465596
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0025,3,410.8140531421978,389.24885264638397,574.4487282136728,514.9454478010356
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0026,3,-0.0,153.45811526164738,509.5922758707213,1052.0
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0027,4,345.89114628422215,423.6932442934058,476.86009592309426,489.0867712015093
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0028,3,99.3424861027911,396.7959705230186,311.18678129183826,462.5882131023985
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0029,3,568.2737963302096,400.4816193036294,766.7232844384426,472.5012272387166
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0030,7,-0.0,411.3745196693766,582.2733416998693,831.0937843886246
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0031,7,819.6583343237687,414.37063174363806,952.3108788546892,467.2906541996047
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0032,7,655.8056804926529,424.68044354248303,865.8503966971198,527.1292403987923
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0033,4,1087.5448366441753,400.7071834606006,1134.4703413630207,425.308265463661
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0034,4,290.63571414398064,394.92264207477064,470.9651449361012,545.4735937181125
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0035,7,413.45259607278484,369.3983621763297,708.6463899069765,482.7786227333029
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0036,7,521.7518683579323,473.0766984952311,620.7712459549573,535.4432204675308
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0037,7,450.8187713829364,441.2189841341644,659.740681153406,572.0949018193512
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0038,7,904.7677535745349,384.87004146184603,948.0859058082758,413.85431815196284
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0039,6,1054.533265900292,405.7531639701659,1101.5763610842287,435.28999534113524
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0040,7,724.8662647515147,446.15553608874075,782.5363345725434,476.79201231349174
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0041,4,1619.1180466879575,236.54278747296345,1914.0,554.197563434159
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0042,7,372.94090040655766,431.16260231370353,511.11475434311825,474.70975550844156
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0043,7,120.52597210803957,417.9392234766106,290.5597121320719,466.79683903822144
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0044,7,815.7870342583802,427.62034603986274,870.3148284244727,468.8250792283336
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0045,7,866.0084983427357,426.69069920475573,921.3531773502807,468.8802081804936
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0046,7,916.7707912088672,426.3382047981246,985.5742784195785,467.44739604303413
rob535_merged/trainval\047b864f-0753-448b-9483-f990ae41abaf\0047,7,-0.0,350.5504214845413,120.93862175712499,404.79566369855576
